Rank,Game Name,Publish Year,Platform ID,Genre ID,Publisher ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9498,Heroes of the Pacific,1/1/2005,30,10,191,0.1,0.03,0,0
9499,Smart Boy's Gameroom,1/1/2007,5,4,107,0.12,0,0,0.01
9500,NightCaster,1/1/2002,30,1,428,0.1,0.03,0,0
9501,RollerCoaster Tycoon,1/1/2003,30,12,154,0.1,0.03,0,0
9502,FIFA World Cup Germany 2006,1/1/2006,8,11,239,0.1,0.03,0,0
9503,Hitman 2: Silent Assassin,1/1/2003,8,1,238,0.1,0.03,0,0
9504,MLB 13: The Show,1/1/2013,21,11,565,0.11,0,0,0.02
9505,Nicktoons: MLB,1/1/2011,29,11,599,0.12,0,0,0.01
9506,Digimon Racing,1/1/2004,7,7,452,0.09,0.03,0,0
9507,Ape Escape 3,1/1/2005,17,5,565,0.06,0.05,0,0.02
9508,Green Lantern: Rise of the Manhunters,1/1/2011,29,1,660,0.07,0.05,0,0.01
9509,"Crouching Tiger, Hidden Dragon",1/1/2003,17,1,633,0.06,0.05,0,0.02
9510,Last Bronx,1/1/1996,22,3,553,0,0,0.13,0
9511,Iridion II,1/1/2003,7,9,656,0.09,0.03,0,0
9512,Momotaro Douchuuki,1/1/1997,22,4,328,0,0,0.13,0
9513,Brothers: A Tale of Two Sons,1/1/2015,19,2,107,0.03,0.08,0,0.02
9514,Tom Clancy's Splinter Cell: Double Agent,1/1/2006,26,1,633,0.1,0.01,0,0.01
9515,Whiplash,1/1/2003,17,7,238,0.06,0.05,0,0.02
9516,BlazBlue: Continuum Shift II,1/1/2011,20,3,520,0.03,0.02,0.07,0.01
9517,Backyard Sports Football: Rookie Rush,1/1/2010,26,11,154,0.12,0,0,0.01
9518,Warcraft III: Reign of Chaos,1/1/2002,14,12,656,0.03,0.08,0,0.02
9519,Farming Simulator 2011,1/1/2010,14,10,451,0,0.13,0,0
9520,Margot's Word Brain,1/1/2008,26,6,677,0.12,0,0,0.01
9521,Spider-Man: Battle for New York,1/1/2006,5,5,117,0.12,0,0,0.01
9522,Imagine: Fashion Designer,1/1/2011,3,10,633,0.1,0.02,0,0.01
9523,Pop'n Music Portable,1/1/2010,20,4,382,0,0,0.13,0
9524,Nintendo Puzzle Collection,,8,6,641,0,0,0.13,0
9525,Borderlands: Double Game Add-On Pack,1/1/2010,29,9,599,0.1,0.02,0,0.01
9526,Otogi: Myth of Demons,1/1/2002,30,1,553,0.08,0.02,0.03,0
9527,The Price is Right 2010 Edition,1/1/2009,5,4,633,0.12,0,0,0.01
9528,Army Men: Soldiers of Misfortune,1/1/2008,26,9,678,0.12,0,0,0.01
9529,Alter Echo,1/1/2003,17,9,615,0.06,0.05,0,0.02
9530,Walt Disney Pictures Presents: The Wild,1/1/2006,7,5,226,0.09,0.03,0,0
9531,Puzzle de Harvest Moon,1/1/2007,5,6,453,0.12,0,0,0.01
9532,Reader Rabbit Kindergarten,1/1/2010,26,4,302,0.12,0,0,0.01
9533,Onechanbara: Bikini Samurai Squad,1/1/2006,29,1,211,0.11,0.01,0,0.01
9534,Metal Max 3,1/1/2010,5,8,247,0,0,0.13,0
9535,Rock Band Track Pack Volume 1,1/1/2008,17,4,445,0.06,0.05,0,0.02
9536,Puyo Puyo!! 20th Anniversary,1/1/2011,3,6,553,0,0,0.13,0
9537,Hour of Victory,1/1/2007,29,9,430,0.1,0.01,0,0.01
9538,Namco Soccer Prime Goal,1/1/1995,16,11,565,0,0,0.12,0.01
9539,NBA 08,1/1/2007,17,11,565,0.06,0.05,0,0.02
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,1/1/2016,18,1,575,0,0,0.13,0
9541,Monster Hunter Frontier Online,1/1/2010,29,8,182,0,0,0.13,0
9542,Green Lantern: Rise of the Manhunters,1/1/2011,3,1,660,0.09,0.03,0,0.01
9543,Shin Megami Tensei: Digital Devil Saga,1/1/2004,17,8,293,0.06,0.05,0,0.02
9544,7 Wonders of the Ancient World,1/1/2007,5,6,274,0.1,0.01,0,0.01
9545,Backyard Baseball '09,1/1/2008,5,11,154,0.12,0,0,0.01
9546,Puppies 3D,1/1/2011,3,4,633,0.08,0.04,0,0.01
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,1/1/2005,17,4,553,0,0,0.13,0
9548,Mystic Ark,1/1/1995,24,8,245,0,0,0.13,0
9549,Just Cause 2,1/1/2010,14,1,575,0,0.1,0,0.03
9550,Ty the Tasmanian Tiger 2: Bush Rescue,1/1/2004,7,5,239,0.09,0.03,0,0
9551,Venetica,1/1/2010,18,8,232,0.07,0.04,0,0.02
9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,1/1/2004,30,1,382,0.1,0.03,0,0
9553,LEGO Racers 2,1/1/2001,17,7,239,0.06,0.05,0,0.02
9554,Backyard Baseball,1/1/2003,8,11,346,0.1,0.03,0,0
9555,Transformers: War for Cybertron -- Decepticons,1/1/2010,5,1,117,0.11,0.01,0,0.01
9556,Overlord: Raising Hell,1/1/2008,18,1,191,0.07,0.04,0,0.02
9557,Sega GT,1/1/2000,4,7,553,0,0,0.13,0
9558,Fuse (Insomniac),1/1/2013,29,9,239,0.08,0.04,0,0.01
9559,Cabela's Dangerous Hunts 2009,1/1/2008,18,11,119,0.12,0,0,0.01
9560,Legends of Wrestling,1/1/2002,8,3,113,0.1,0.03,0,0
9561,Space Bust-A-Move,1/1/2008,5,6,575,0.1,0.02,0,0.01
9562,Legend of the Guardians: The Owls of Ga'Hoole,1/1/2010,26,1,660,0.11,0.01,0,0.01
9563,Gunstar Heroes,1/1/1992,9,9,553,0,0,0.13,0
9564,All-Star Baseball 2004,1/1/2003,30,11,113,0.1,0.03,0,0
9565,Tamagotchi no Pichi Pichi Omisecchi,1/1/2010,5,1,452,0,0,0.13,0
9566,Shining Wind,1/1/2007,17,8,553,0,0,0.13,0
9567,Brothers in Arms: Double Time,1/1/2008,26,9,633,0.11,0,0,0.01
9568,Portal Runner,1/1/2001,17,5,105,0.06,0.05,0,0.02
9569,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,1/1/2004,7,4,469,0.09,0.03,0,0
9570,Pro Evolution Soccer 2016,1/1/2015,29,11,382,0.04,0.08,0,0.01
9571,Batman: Arkham Knight,1/1/2015,14,1,660,0.08,0.03,0,0.01
9572,Warriors Orochi 2,1/1/2008,17,1,607,0.06,0.05,0,0.02
9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,1/1/2005,17,5,633,0.06,0.05,0,0.02
9574,Need for Speed: ProStreet,1/1/2007,5,7,239,0.11,0.01,0,0.01
9575,Assault: Retribution,1/1/1998,16,1,610,0.07,0.05,0,0.01
9576,Sengoku Basara 3 Utage,1/1/2011,26,1,182,0,0,0.13,0
9577,Spartan: Total Warrior,1/1/2005,30,1,553,0.1,0.03,0,0
9578,Gravity Rush Remastered,1/1/2015,19,1,565,0.02,0.05,0.04,0.01
9579,Rock Band Track Pack Volume 2,1/1/2008,18,4,445,0.11,0,0,0.01
9580,City Crisis,1/1/2001,17,10,599,0.06,0.05,0,0.02
9581,Zapper: One Wicked Cricket!,1/1/2002,8,5,346,0.1,0.03,0,0
9582,Star Wars: Clone Wars,1/1/2003,30,9,396,0.1,0.03,0,0
9583,Assassination Classroom: Grand Siege on Kuro-sensei,1/1/2015,3,1,452,0,0,0.13,0
9584,Dynasty Warriors 5 Empires,1/1/2006,29,1,607,0.11,0.01,0,0.01
9585,High Rollers Casino,1/1/2004,30,4,446,0.1,0.03,0,0
9586,Advent Rising,1/1/2005,30,1,615,0.1,0.03,0,0
9587,Surf Riders,1/1/1999,16,11,633,0.07,0.05,0,0.01
9588,Torino 2006,1/1/2006,17,11,599,0.06,0.05,0,0.02
9589,Nobunaga no Yabou: Ranseiki,1/1/2002,17,12,607,0,0,0.13,0
9590,Derby Stallion Advance,1/1/2002,7,11,247,0,0,0.12,0
9591,PBR: Out of the Chute,1/1/2008,26,11,202,0.12,0,0,0.01
9592,Monopoly Party,1/1/2002,8,4,346,0.1,0.03,0,0
9593,LEGO Batman 2: DC Super Heroes,1/1/2013,27,1,660,0.05,0.07,0,0.01
9594,Thor: God of Thunder,1/1/2011,5,1,553,0.09,0.03,0,0.01
9595,TOCA Race Driver 2: Ultimate Racing Simulator,1/1/2004,30,7,191,0.09,0.03,0,0
9596,The Price is Right: Decades,1/1/2011,26,4,633,0.12,0,0,0.01
9597,Snood,1/1/2001,7,6,220,0.09,0.03,0,0
9598,The Sky Crawlers: Innocent Aces,1/1/2008,26,10,452,0.09,0.02,0.01,0.01
9599,Avatar: The Last Airbender - Into the Inferno,1/1/2008,5,2,615,0.11,0.01,0,0.01
9600,Fit in Six,1/1/2011,18,11,633,0.12,0,0,0.01
9601,Monster Jam: Urban Assault,1/1/2008,17,7,117,0.06,0.05,0,0.02
9602,Ice Age: Dawn of the Dinosaurs,1/1/2009,29,1,117,0.09,0.03,0,0.01
9603,DT Racer,1/1/2005,17,7,669,0.06,0.05,0,0.02
9604,SimAnimals Africa,1/1/2009,26,10,239,0.1,0.01,0,0.01
9605,Deepak Chopra's Leela,1/1/2011,29,4,615,0.07,0.05,0,0.01
9606,Twister Mania,1/1/2011,29,4,107,0.1,0.01,0,0.01
9607,World Cup Golf: Professional Edition,1/1/1995,16,11,632,0.07,0.05,0,0.01
9608,Black Dawn,1/1/1996,16,10,653,0.07,0.05,0,0.01
9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,1/1/2013,18,11,553,0,0,0.13,0
9610,428: Fuusa Sareta Shibuya de,1/1/2008,26,2,553,0,0,0.13,0
9611,Kelly Slater's Pro Surfer,1/1/2002,7,11,117,0.09,0.03,0,0
9612,Warriors of Might and Magic,1/1/2001,16,2,105,0.07,0.05,0,0.01
9613,Drome Racers,1/1/2002,17,7,239,0.06,0.05,0,0.02
9614,X-Men: Next Dimension,1/1/2002,8,3,117,0.1,0.03,0,0
9615,Impossible Mission,1/1/2007,5,5,593,0.12,0,0,0.01
9616,NCIS,1/1/2011,18,2,633,0.07,0.04,0,0.02
9617,Cabela's Dangerous Hunts 2011,1/1/2010,5,11,117,0.12,0,0,0.01
9618,Garfield's Fun Fest,1/1/2008,5,5,677,0.07,0.04,0,0.01
9619,7th Dragon 2020-II,1/1/2013,20,8,553,0,0,0.13,0
9620,Doukyuusei 2,1/1/1997,22,8,460,0,0,0.13,0
9621,SkullMonkeys,1/1/1998,16,5,230,0.07,0.05,0,0.01
9622,Cloudy With a Chance of Meatballs,1/1/2009,26,5,633,0.11,0,0,0.01
9623,Burnout,1/1/2002,30,7,113,0.09,0.03,0,0
9624,Zenses: Ocean,1/1/2008,5,6,282,0.11,0.01,0,0.01
9625,Ben 10 Galactic Racing,1/1/2011,26,7,211,0.08,0.03,0,0.01
9626,Teenage Mutant Ninja Turtles: Arcade Attack,1/1/2009,5,1,633,0.12,0,0,0.01
9627,Baroque,1/1/2007,17,8,540,0.05,0.04,0.02,0.01
9628,Left Brain Right Brain 2,1/1/2008,5,4,400,0.12,0,0,0.01
9629,Dynasty Warriors: Gundam Reborn,1/1/2013,21,1,452,0,0,0.13,0
9630,Kidz Sports: Crazy Golf,1/1/2008,26,11,216,0.11,0,0,0.01
9631,Little Battlers eXperience: Wars,1/1/2013,3,12,388,0,0,0.13,0
9632,Victorious: Time to Shine,1/1/2011,29,1,211,0.12,0,0,0.01
9633,NBA Ballers: Phenom,1/1/2006,30,11,430,0.09,0.03,0,0
9634,Aikatsu! 365 Idol Days,1/1/2014,3,2,452,0,0,0.13,0
9635,Petz Puppyz & Kittenz,1/1/2011,5,4,633,0.12,0,0,0.01
9636,Crash Tag Team Racing,1/1/2005,30,7,656,0.09,0.03,0,0
9637,Freedom Fighters,1/1/2003,8,9,239,0.1,0.03,0,0
9638,The Stronghold Collection,1/1/2009,14,12,599,0.03,0.08,0,0.02
9639,Operation Abyss: New Tokyo Legacy,1/1/2014,21,8,472,0.04,0.01,0.06,0.02
9640,Transformer: Rise of the Dark Spark,1/1/2014,18,1,117,0.04,0.05,0.01,0.02
9641,Mega Man X Collection,1/1/2006,8,4,182,0.1,0.03,0,0
9642,Detana TwinBee Yahho! Deluxe Pack,1/1/1995,22,9,382,0,0,0.13,0
9643,Dragon Ball: Origins,1/1/2008,5,1,154,0.09,0.03,0,0.01
9644,Last Ranker,1/1/2010,20,8,182,0,0,0.13,0
9645,Quantum Redshift,1/1/2002,30,7,428,0.09,0.03,0,0
9646,Smash Court Tennis Pro Tournament 2,1/1/2004,17,11,565,0.06,0.05,0,0.02
9647,Eat Lead: The Return of Matt Hazard,1/1/2009,29,9,211,0.1,0.01,0,0.01
9648,Battleborn,1/1/2016,31,9,599,0.08,0.04,0,0.01
9649,Legends of Wrestling II,1/1/2002,30,3,113,0.09,0.03,0,0
9650,Power Pro Kun Pocket 13,1/1/2010,5,11,382,0,0,0.13,0
9651,Armed and Dangerous,1/1/2003,30,9,396,0.09,0.03,0,0
9652,Jurassic: The Hunted,1/1/2009,29,9,117,0.12,0,0,0.01
9653,Adventures to Go!,1/1/2008,20,8,679,0.1,0,0.01,0.01
9654,Conduit 2,1/1/2011,26,9,553,0.07,0.04,0,0.01
9655,Supremacy MMA,1/1/2011,18,3,107,0.06,0.04,0,0.02
9656,World Soccer Winning Eleven 2002,1/1/2002,16,11,382,0,0,0.12,0.01
9657,Geometry Wars: Galaxies,1/1/2007,26,9,656,0.11,0,0,0.01
9658,Actua Tennis,1/1/1997,16,11,305,0.07,0.05,0,0.01
9659,Horse Life,1/1/2007,5,10,283,0.09,0.02,0,0.01
9660,Monster Truck Madness,1/1/2003,7,7,615,0.09,0.03,0,0
9661,Sonic Jam,1/1/1997,22,5,553,0,0,0.12,0
9662,Puella Magi Madoka Magica Portable,1/1/2012,20,8,452,0,0,0.12,0
9663,Ninja Reflex,1/1/2008,26,1,239,0.11,0.01,0,0.01
9664,Peter Jacobsen's Golden Tee Golf,1/1/2000,16,11,346,0.07,0.05,0,0.01
9665,Calling,1/1/2009,26,2,382,0.07,0.04,0,0.01
9666,Marvel Avengers: Battle for Earth,1/1/2012,27,1,633,0.07,0.04,0,0.01
9667,Disney's Atlantis: The Lost Empire,1/1/2001,7,5,615,0.09,0.03,0,0
9668,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,1/1/1998,22,11,553,0,0,0.12,0
9669,Charm Girls Club: My Fashion Mall,,5,10,641,0.12,0,0,0.01
9670,Where the Wild Things Are,1/1/2009,26,5,660,0.11,0,0,0.01
9671,High Velocity: Mountain Racing Challenge,1/1/1995,22,7,156,0,0,0.12,0
9672,NHL 2K7,1/1/2006,18,11,599,0.11,0,0,0.01
9673,Resident Evil,1/1/2006,18,1,182,0,0,0.12,0
9674,Capcom vs. SNK 2: Millionaire Fighting 2001,1/1/2001,4,3,182,0,0,0.12,0
9675,Criticom,1/1/1996,16,3,648,0.07,0.05,0,0.01
9676,SCORE International Baja 1000: The Official Game,1/1/2008,29,7,117,0.11,0.01,0,0.01
9677,Disney Sing It: Party Hits,1/1/2010,18,4,226,0.1,0.01,0,0.01
9678,Sleeping Dogs,1/1/2012,14,1,575,0.06,0.05,0,0.02
9679,Mega Man X: Command Mission,1/1/2004,8,8,182,0.1,0.02,0,0
9680,Diner Dash: Sizzle & Serve,1/1/2007,20,6,238,0.11,0,0,0.01
9681,After Hours Athletes,1/1/2011,18,11,565,0,0.1,0,0.03
9682,Lego Star Wars: The Force Awakens,1/1/2016,18,1,660,0.03,0.07,0,0.02
9683,Worms 3D,1/1/2003,17,12,553,0.06,0.05,0,0.02
9684,Clock Tower: The First Fear,1/1/1997,16,2,329,0,0,0.12,0.01
9685,Kidou Senshi Gundam Seed Battle Destiny,1/1/2012,21,1,452,0,0,0.12,0
9686,Godzilla Unleashed: Double Smash,1/1/2007,5,1,154,0.11,0,0,0.01
9687,Star Trek: Conquest,1/1/2007,26,12,165,0.11,0.01,0,0.01
9688,"Kilari: Na-san, Mon Meilleur Ami",1/1/2006,5,10,382,0,0,0.12,0
9689,Strikers 1945,1/1/1998,16,9,429,0.07,0.05,0,0.01
9690,Ochaken no Heya DS,1/1/2006,5,10,444,0,0,0.12,0
9691,Obscure: The Aftermath,1/1/2008,26,1,509,0.12,0,0,0.01
9692,Galidor: Defenders of the Outer Dimension,1/1/2002,7,1,239,0.09,0.03,0,0
9693,Tom Clancy's Splinter Cell Trilogy,1/1/2011,18,1,633,0,0.1,0,0.03
9694,WRC: FIA World Rally Championship,,29,7,170,0,0.1,0,0.02
9695,Fire ProWrestling S: 6Men Scramble,1/1/1996,22,3,329,0,0,0.12,0
9696,Blackwater,1/1/2011,29,9,107,0.09,0.02,0,0.01
9697,Pryzm Chapter One: The Dark Unicorn,1/1/2002,17,2,603,0.06,0.05,0,0.02
9698,Gundam Battle Royale,1/1/2006,20,1,452,0,0,0.12,0
9699,Solitaire & Mahjong,1/1/2009,26,6,202,0.11,0,0,0.01
9700,Zen-Nippon Pro Wrestling: Ouja no Kon,1/1/1999,16,3,329,0,0,0.12,0.01
9701,NASCAR 2005: Chase for the Cup,1/1/2004,8,7,239,0.1,0.02,0,0
9702,Homefront: The Revolution,1/1/2016,31,9,219,0.05,0.07,0,0.01
9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",1/1/2008,17,4,211,0,0,0.12,0
9704,Guilty Gear X,1/1/2001,17,3,546,0.06,0.05,0,0.02
9705,Deadliest Catch: Sea of Chaos,1/1/2010,26,11,202,0.12,0,0,0.01
9706,One Piece: Pirate Warriors 2,1/1/2013,21,1,452,0,0,0.12,0
9707,NHL 2002,1/1/2002,7,11,239,0.09,0.03,0,0
9708,Disney's PK: Out of the Shadows,1/1/2002,17,5,633,0.06,0.05,0,0.02
9709,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,1/1/2010,5,8,452,0,0,0.12,0
9710,Karaoke Revolution,1/1/2009,29,4,382,0.12,0,0,0.01
9711,Echo Night,1/1/1998,16,2,269,0.03,0.02,0.07,0.01
9712,Are You Smarter than a 5th Grader? Game Time,1/1/2009,29,6,615,0.12,0,0,0.01
9713,Rocket League,1/1/2016,31,11,107,0.03,0.09,0,0.01
9714,Wild ARMs 5 (jp sales),1/1/2006,17,8,107,0,0,0.12,0
9715,Tom Clancy's Splinter Cell: Blacklist,1/1/2013,27,1,633,0.05,0.07,0,0.01
9716,Gladiator Begins,1/1/2010,20,1,520,0.05,0.01,0.05,0.01
9717,Colony Wars III: Red Sun,1/1/2000,16,10,523,0.07,0.05,0,0.01
9718,Magic: The Gathering - Battlemage,1/1/1997,16,12,113,0.07,0.05,0,0.01
9719,The King of Fighters '94,1/1/1994,13,3,560,0,0,0.12,0
9720,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,1/1/2008,5,2,607,0,0,0.12,0
9721,Puzzle Quest 2,1/1/2010,5,6,211,0.11,0,0,0.01
9722,All Kamen Rider: Rider Generation,1/1/2011,5,1,452,0,0,0.12,0
9723,The King of Fighters '98 Ultimate Match,1/1/2008,17,3,336,0.04,0.03,0.03,0.01
9724,Onechanbara: Bikini Zombie Slayers,1/1/2008,26,1,211,0.11,0,0,0.01
9725,Puzzle Quest: Challenge of the Warlords,1/1/2007,17,6,211,0.06,0.05,0,0.02
9726,Angry Birds Star Wars,1/1/2013,21,12,117,0.05,0.04,0,0.03
9727,Guardian's Crusade,1/1/1998,16,8,117,0.07,0.05,0,0.01
9728,Undead Knights,1/1/2009,20,1,634,0.05,0.01,0.06,0.01
9729,Final Fantasy XIV: Heavensward,1/1/2015,19,1,575,0,0.05,0.06,0.01
9730,Lemony Snicket's A Series of Unfortunate Events,1/1/2004,30,5,117,0.09,0.03,0,0
9731,MotoGP 3 - Official Game of MotoGP,1/1/2003,17,7,452,0.06,0.05,0,0.02
9732,Makai Kingdom: Chronicles of the Sacred Tome,1/1/2005,17,8,607,0.06,0.05,0,0.02
9733,The Ant Bully,1/1/2006,8,5,430,0.09,0.02,0,0
9734,M&M's Kart Racing,1/1/2008,5,7,677,0.11,0,0,0.01
9735,Bomberman Party Edition,1/1/1998,16,6,653,0.07,0.05,0,0.01
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,1/1/2014,3,4,452,0,0,0.12,0
9737,Dragon Ball Z: Battle of Z,1/1/2014,21,3,452,0,0.04,0.06,0.02
9738,Eyeshield 21: Max Devil Power,1/1/2006,5,8,469,0,0,0.12,0
9739,Summon Night 3,1/1/2012,20,8,452,0,0,0.12,0
9740,O.D.T.: Escape... Or Die Trying,1/1/1997,16,2,523,0.07,0.05,0,0.01
9741,Madden NFL 06,1/1/2005,5,11,239,0.11,0,0,0.01
9742,Escape The Museum,1/1/2009,26,2,400,0.11,0.01,0,0.01
9743,Fuse (Insomniac),1/1/2013,18,9,239,0.06,0.04,0,0.02
9744,Record of Agarest War Zero,,18,12,293,0.09,0,0.03,0.01
9745,Lunar: Dragon Song,1/1/2005,5,8,540,0.11,0,0,0.01
9746,Break 'Em All,1/1/2005,5,6,211,0.11,0,0,0.01
9747,WWE SmackDown vs Raw 2008,1/1/2007,5,3,615,0.11,0.01,0,0.01
9748,MotoGP 14,1/1/2014,18,7,433,0.04,0.06,0,0.02
9749,Cars 2,1/1/2011,20,7,226,0.1,0.01,0,0.01
9750,Major League Baseball 2K8 Fantasy All-Stars,1/1/2008,5,11,599,0.11,0,0,0.01
9751,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,,20,12,451,0,0,0.12,0
9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,1/1/2007,20,9,452,0,0,0.12,0
9753,San Goku Shi V,1/1/1996,22,12,607,0,0,0.12,0
9754,Puzzle Kingdoms,1/1/2009,26,6,677,0.11,0,0,0.01
9755,The Lord of the Rings: Aragorn's Quest,1/1/2010,5,1,660,0.1,0.02,0,0.01
9756,WRC 5: FIA World Rally Championship,1/1/2015,18,11,168,0.02,0.09,0,0.02
9757,Red Faction II,1/1/2003,30,9,615,0.09,0.03,0,0
9758,Daikaijyuu Monogatari II,1/1/1996,24,8,328,0,0,0.12,0
9759,Rock Band Track Pack Volume 2,1/1/2008,17,4,445,0.06,0.05,0,0.02
9760,Voodoo Vince,1/1/2003,30,5,428,0.09,0.03,0,0
9761,Bodycount,1/1/2011,18,9,191,0.05,0.06,0,0.02
9762,Gundam Memories: Tatakai no Kioku,1/1/2011,20,1,452,0,0,0.12,0
9763,Megamind: Ultimate Showdown,1/1/2010,29,1,615,0.07,0.04,0,0.01
9764,Kaijuu Busters,1/1/2009,5,1,452,0,0,0.12,0
9765,Neopets Petpet Adventures: The Wand of Wishing,1/1/2006,20,2,565,0.11,0,0,0.01
9766,Ferrari Challenge Trofeo Pirelli,1/1/2008,17,7,593,0.06,0.05,0,0.02
9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1/1/1995,22,4,553,0,0,0.12,0
9768,Chase: Hollywood Stunt Driver,1/1/2002,30,7,161,0.09,0.03,0,0
9769,The X Files: Resist or Serve,1/1/2004,17,2,656,0.06,0.05,0,0.02
9770,Mobile Suit Gundam Side Story: Missing Link,1/1/2014,18,1,452,0,0,0.12,0
9771,Saru! Get You! Million Monkeys,,17,5,641,0,0,0.12,0
9772,Curious George,1/1/2006,17,1,452,0.06,0.05,0,0.02
9773,Crush3D,1/1/2012,3,5,553,0.07,0.04,0,0.01
9774,Zathura,1/1/2005,17,2,599,0.06,0.05,0,0.02
9775,Lovely Lisa,1/1/2007,5,10,224,0.11,0,0,0.01
9776,Medarot DS: Kabuto / Kuwagata Ver.,1/1/2010,5,8,542,0,0,0.12,0
9777,Mountain Sports,1/1/2009,26,11,117,0.11,0,0,0.01
9778,Tenchu: Shadow Assassins,1/1/2009,20,1,633,0.03,0.03,0.05,0.01
9779,NPPL: Championship Paintball 2009,1/1/2008,29,9,119,0.1,0.01,0,0.01
9780,Lost Planet 3,1/1/2013,29,9,182,0.07,0.04,0.01,0.01
9781,Making History: The Great War,1/1/2010,20,12,452,0,0,0.12,0
9782,Shin Megami Tensei: Devil Survivor 2,1/1/2015,3,8,156,0,0.03,0.09,0
9783,The God of War Trilogy,1/1/2010,18,1,565,0,0.07,0.03,0.02
9784,Dance Paradise,1/1/2010,29,4,435,0.1,0.01,0,0.01
9785,Backyard Baseball '10,1/1/2009,5,11,154,0.11,0,0,0.01
9786,Blazblue: Continuum Shift Extend,1/1/2011,21,3,520,0.03,0.05,0.02,0.02
9787,Cel Damage,1/1/2001,30,7,239,0.09,0.03,0,0
9788,Go! Sudoku,1/1/2005,20,6,565,0.11,0,0,0.01
9789,Alice: Madness Returns,1/1/2011,14,2,239,0,0.1,0,0.02
9790,SSX 3,1/1/2003,7,11,239,0.09,0.03,0,0
9791,My Chinese Coach,1/1/2008,5,4,633,0.11,0.01,0,0.01
9792,DiRT 2,1/1/2009,5,7,191,0.06,0.04,0,0.01
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,1/1/2007,5,4,452,0,0,0.12,0
9794,The King of Fighters Collection: The Orochi Saga,1/1/2008,26,3,336,0.11,0,0,0.01
9795,Atelier Annie: Alchemists of Sera Island,1/1/2009,5,8,311,0.08,0,0.03,0.01
9796,Breakdown,1/1/2004,30,2,239,0.09,0.03,0,0
9797,Rush,1/1/2006,20,7,430,0.11,0,0,0.01
9798,Ecco the Dolphin,1/1/1992,9,2,553,0,0,0.12,0
9799,The Legend of Heroes: Trails of Cold Steel II,1/1/2014,18,8,472,0.01,0,0.11,0
9800,Looney Tunes: Sheep Raider,1/1/2001,16,5,346,0.07,0.05,0,0.01
9801,Yard Sale Hidden Treasures: Sunnyville,1/1/2010,5,6,382,0.11,0,0,0.01
9802,Harvest Moon 2 GBC,1/1/1999,6,10,633,0,0,0.12,0
9803,Killer is Dead,1/1/2013,29,1,219,0.08,0.02,0.01,0.01
9804,Lost in Shadow,1/1/2010,26,5,382,0.1,0,0.01,0.01
9805,Cory in the House,1/1/2007,5,1,226,0.11,0,0,0.01
9806,X2: Wolverine's Revenge,1/1/2003,8,5,117,0.09,0.02,0,0
9807,McDROID,1/1/2011,26,12,452,0,0,0.12,0
9808,Gallop Racer 2000,1/1/2000,16,11,607,0,0,0.11,0.01
9809,Showdown: Legends of Wrestling,1/1/2004,30,3,113,0.09,0.03,0,0
9810,Macross Triangle Frontier,1/1/2011,20,1,452,0,0,0.12,0
9811,Chessmaster: The Art of Learning,1/1/2008,20,4,633,0.11,0,0,0.01
9812,Petz Fantasy: Moonlight Magic,1/1/2010,5,10,633,0.11,0,0,0.01
9813,Gundam Breaker 3,1/1/2016,21,1,452,0,0,0.12,0
9814,My Farm Around the World,1/1/2008,5,10,154,0.11,0,0,0.01
9815,Fat Princess: Fistful of Cake,1/1/2010,20,1,565,0.08,0.02,0,0.02
9816,Zubo,1/1/2008,5,4,239,0.09,0.03,0,0.01
9817,Street Hoops,,8,11,641,0.09,0.02,0,0
9818,NFL QB Club 2001,1/1/2000,11,11,113,0.11,0.01,0,0
9819,Earthworm Jim 3D,1/1/1999,11,5,351,0.1,0.02,0,0
9820,Rocket: Robot on Wheels,1/1/1999,11,5,633,0.1,0.02,0,0
9821,Densha De Go! 64,1/1/1999,11,10,596,0,0,0.05,0.07
9822,Godzilla: Destroy All Monsters Melee,,30,3,641,0.09,0.03,0,0
9823,The Daring Game for Girls,,5,2,641,0.11,0,0,0.01
9824,Conception II: Children of the Seven Stars,1/1/2013,3,8,550,0.09,0,0.03,0.01
9825,Animal Genius,1/1/2007,5,6,633,0.11,0,0,0.01
